,Date,tweet,polarity,sentiment
471,2019-05-13,"Great to welcome Chairman Shin from Lotte Group to the WH. They just invested $3.1 BILLION into Louisiana-biggest investment in U.S. EVER from a South Korean company, & thousands more jobs for Americans. Great partners like ROK know the U.S. economy is running stronger than ever!pic.twitter.com/WaJxDeTuxj",positive,1
472,2019-05-13,"...completely avoided if you buy from a non-Tariffed Country, or you buy the product inside the USA (the best idea). That’s Zero Tariffs. Many Tariffed companies will be leaving China for Vietnam and other such countries in Asia. That’s why China wants to make a deal so badly!...",positive,1
473,2019-05-14,"With incredible grit, skill, and pride, the 7,000 workers here at Sempra Energy are helping lead the American Energy Revolution. They are not only making our nation WEALTHIER but they are making America SAFER by building a future of American Energy INDEPENDENCE!pic.twitter.com/Hqn9wEIXo9",positive,1
474,2019-05-14,"It is great to be here in Hackberry, Louisiana with the incredible men and women who are making America into the energy superpower of the world!https://www.pscp.tv/w/b6sdtjFvTlFsTFJub1dwUXd8MXJtR1BlQnJ5TmJKTmdXt1K4uoQ-a30yuXIlrj6Eg8kNT7V333RGl2cEEox-?t=45s …",positive,1
475,2019-05-14,"Today marks the one-year anniversary of the opening of the United States Embassy in Jerusalem, Israel. Our beautiful embassy stands as a proud reminder of our strong relationship with Israel and of the importance of keeping a promise and standing for the truth.",positive,1
476,2019-05-14,"When Prime Minister @AbeShinzo of Japan visited with me in the @WhiteHouse two weeks ago, I told him that I would be going to the G20 in Osaka, Japan. I look forward to being with him and other World Leaders!",neutral,0
477,2019-05-14,"Our great Senator (and Star) from the State of Arkansas, @TomCottonAR, has just completed a wonderful book, “Sacred Duty,” about Arlington National Cemetery and the men and women who serve with such love and devotion. On sale today, make it big!",positive,1
478,2019-05-14,"China will be pumping money into their system and probably reducing interest rates, as always, in order to make up for the business they are, and will be, losing. If the Federal Reserve ever did a “match,” it would be game over, we win! In any event, China wants a deal!",negative,-1
479,2019-05-14,"....This money will come from the massive Tariffs being paid to the United States for allowing China, and others, to do business with us. The Farmers have been “forgotten” for many years. Their time is now!",negative,-1
480,2019-05-14,"Our great Patriot Farmers will be one of the biggest beneficiaries of what is happening now. Hopefully China will do us the honor of continuing to buy our great farm product, the best, but if not your Country will be making up the difference based on a very high China buy......",positive,1
481,2019-05-14,"....of the tremendous ground we have lost to China on Trade since the ridiculous one sided formation of the WTO. It will all happen, and much faster than people think!",negative,-1
482,2019-05-14,"When the time is right we will make a deal with China. My respect and friendship with President Xi is unlimited but, as I have told him many times before, this must be a great deal for the United States or it just doesn’t make any sense. We have to be allowed to make up some.....",positive,1
483,2019-05-14,"Billions of Dollars, and moving jobs back to the USA where they belong. Other countries are already negotiating with us because they don’t want this to happen to them. They must be a part of USA action. This should have been done by our leaders many years ago. Enjoy!",negative,-1
484,2019-05-14,"We can make a deal with China tomorrow, before their companies start leaving so as not to lose USA business, but the last time we were close they wanted to renegotiate the deal. No way! We are in a much better position now than any deal we could have made. Will be taking in.....",neutral,0
485,2019-05-14,"....so that they will be more competitive for USA buyers. We are now a much bigger economy than China, and have substantially increased in size since the great 2016 Election. We are the “piggy bank” that everyone wants to raid and take advantage of. NO MORE!",neutral,0
486,2019-05-14,"China buys MUCH less from us than we buy from them, by almost 500 Billion Dollars, so we are in a fantastic position. Make your product at home in the USA and there is no Tariff. You can also buy from a non-Tariffed country instead of China. Many companies are leaving China.....",negative,-1
487,2019-05-14,"In one year Tariffs have rebuilt our Steel Industry - it is booming! We placed a 25% Tariff on “dumped” steel from China & other countries, and we now have a big and growing industry. We had to save Steel for our defense and auto industries, both of which are coming back strong!",positive,1
488,2019-05-15,"....Different opinions are expressed and I make a decisive and final decision - it is a very simple process. All sides, views, and policies are covered. I’m sure that Iran will want to talk soon.",positive,1
489,2019-05-15,"The Fake News Washington Post, and even more Fake News New York Times, are writing stories that there is infighting with respect to my strong policy in the Middle East. There is no infighting whatsoever....",neutral,0
490,2019-05-15,"We stand firmly, strongly, and proudly with the incredible men and women of law enforcement. You do not hear it nearly enough, but Americans across this Country love you, support you, and respect you more than you could possibly know! #PeaceOfficersMemorialDaypic.twitter.com/T0qB5zN7WG",positive,1
491,2019-05-15,"The courage & sacrifice of our heroes is the reason our flag stands tall, our hearts beat with pride, and our Country remains one people, one family, and one NATION UNDER GOD. Today, we thank you, we honor you, & we forever cherish the memory of our Fallen Men and Women in Blue!pic.twitter.com/ARHYgDVi3M",positive,1
492,2019-05-15,"Thank you Joe and remember, the BRAIN is much sharper also!https://twitter.com/SecretsBedard/status/1128637699399868416 …",positive,1
493,2019-05-15,The golden era of American energy is now underway!pic.twitter.com/gEmhoMlLoc,positive,1
494,2019-05-16,. @BilldeBlasio is the worst Mayor in the history of New York City - he won’t last long!pic.twitter.com/NyYntsX573,negative,-1
495,2019-05-16,"We are here on this beautiful spring day to unveil our plan to create a fair, modern & LAWFUL system of immigration for the U.S. If adopted, our plan will transform America’s immigration system into the pride of our Nation and the envy of the modern world.https://www.pscp.tv/w/b62sVTFvTlFsTFJub1dwUXd8MU95S0Fwa1dqRWV4YmqN_fhqODUVmKXLWjPZ_aPsjf7Zd2AKKITJ7EWbdhw5?t=19s …",positive,1
496,2019-05-16,"Congratulations to Dan Bishop on his big Republican Primary victory in the 9th Congressional District of North Carolina. Dan is strong on Crime, Loves our Military, Vets, 2A, and great Healthcare. He has my Complete and Total Endorsement! #MAGA",positive,1
497,2019-05-16,"The Dems are getting another beauty to join their group. Bill de Blasio of NYC, considered the worst mayor in the U.S., will supposedly be making an announcement for president today. He is a JOKE, but if you like high taxes & crime, he’s your man. NYC HATES HIM!",negative,-1
498,2019-05-17,Consumer Sentiment in the month of May is the highest in 15 years. Very nice! @FoxNews,positive,1
499,2019-05-17,"Today, it was my great honor to address the the National Association of REALTORS!https://www.pscp.tv/w/b68D-zFvTlFsTFJub1dwUXd8MU93R1drYkJwRVdHUZ2kIfKazyqIGEZS07dMKHqEwgPuxroDp-SAVHlE06VX?t=5s …",positive,1
500,2019-05-17,"With all of the Fake and Made Up News out there, Iran can have no idea what is actually going on!",negative,-1
501,2019-05-17,"It now seems the General Flynn was under investigation long before was common knowledge. It would have been impossible for me to know this but, if that was the case, and with me being one of two people who would become president, why was I not told so that I could make a change?",negative,-1
502,2019-05-17,"The Fake News Media is hurting our Country with its fraudulent and highly inaccurate coverage of Iran. It is scattershot, poorly sourced (made up), and DANGEROUS. At least Iran doesn’t know what to think, which at this point may very well be a good thing!",negative,-1
503,2019-05-17,"Will Jerry Nadler ever look into the fact that Crooked Hillary deleted and acid washed 33,000 emails AFTER getting a most powerful demand notice for them from Congress?",negative,-1
504,2019-05-17,"My Campaign for President was conclusively spied on. Nothing like this has ever happened in American Politics. A really bad situation. TREASON means long jail sentences, and this was TREASON!",negative,-1
505,2019-05-17,New Fox Poll: 58% of people say that the FBI broke the law in investigating Donald J. Trump. @foxandfriends,neutral,0
506,2019-05-17,MAKE AMERICA GREAT AGAIN!,positive,1
507,2019-05-17,DRAIN THE SWAMP!,neutral,0
508,2019-05-17,“What happened is that Donald Trump won. Down goes Comey.” @foxandfriends,negative,-1
509,2019-05-17,Will the Democrats give our Country a badly needed immigration win before the election? Good chance!,neutral,0
510,2019-05-17,"All people that are illegally coming into the United States now will be removed from our Country at a later date as we build up our removal forces and as the laws are changed. Please do not make yourselves too comfortable, you will be leaving soon!",neutral,0
511,2019-05-17,"Border Patrol is apprehending record numbers of people at the Southern Border. The bad “hombres,” of which there are many, are being detained & will be sent home. Those which we release under the ridiculous Catch & Telease loophole, are being registered and will be removed later!",negative,-1
512,2019-05-17,"The Democrats now realize that there is a National Emergency at the Border and that, if we work together, it can be immediately fixed. We need Democrat votes and all will be well!",neutral,0
513,2019-05-18,"Courts & Dems in Congress, neither of which have a clue, are trying to FORCE migrants into our Country! OUR COUNTRY IS FULL, OUR DETENTION CENTERS, HOSPITALS & SCHOOLS ARE PACKED. Crazy!",negative,-1
514,2019-05-18,Thank you Dan!https://twitter.com/dbongino/status/1129822219432071169 …,positive,1
515,2019-05-18,Word is out that book is GREAT!https://twitter.com/marklevinshow/status/1125006755191246849 …,positive,1
516,2019-05-18,Congratulations to Scott on a GREAT WIN!https://twitter.com/newscomauHQ/status/1129713937795076096 …,positive,1
517,2019-05-18,"Our courageous and vigilant Armed Forces safeguard the blessings of liberty for us and for future generations by selflessly answering the call of duty. Today, and every day, we acknowledge and celebrate all who proudly wear our Nation’s uniforms! http://45.wh.gov/b5uNuT pic.twitter.com/BPXkmobseQ",neutral,0
518,2019-05-19,"....who got them there. Chris Wallace said, “I actually think, whether you like his opinions or not, that Mayor Pete has a lot of substance...fascinating biography.” Gee, he never speaks well of me - I like Mike Wallace better...and Alfred E. Newman will never be President!",negative,-1
519,2019-05-19,"Hard to believe that @FoxNews is wasting airtime on Mayor Pete, as Chris Wallace likes to call him. Fox is moving more and more to the losing (wrong) side in covering the Dems. They got dumped from the Democrats boring debates, and they just want in. They forgot the people.....",negative,-1
520,2019-05-19,I will be interviewed by Steve Hilton tonight at 9:00 P.M. on @FoxNews. Enjoy!,positive,1
521,2019-05-19,"If Iran wants to fight, that will be the official end of Iran. Never threaten the United States again!",negative,-1
522,2019-05-19,"False reporting yesterday. “There are no plans to send migrants to Northern or Coastal Border facilities, including Florida.” @FoxNews Not by airplanes or any other way. Our Country is FULL, will not, and can not, take you in!",negative,-1
523,2019-05-19,"Our Economy and Jobs Market is BOOMING, the best in the World and in our Country’s history - and we have just started!",positive,1
524,2019-05-19,"With the wonderful College, University and other Graduations taking place all over the USA, there has never been a better time than now to graduate. Best jobs market ever, great housing and financing. Go out there, work hard, & have a GREAT life. You deserve it. Congratulations!",positive,1
525,2019-05-19,Watched some of the Fake News Political Shows this morning and continue to be amazed at how every question is asked in the most negative way. The Mainstream Media should be ashamed of itself - But the good news is that the USA is wise to your game of dishonesty and deception!,negative,-1
526,2019-05-19,"....he would see that it was nevertheless strong on NO COLLUSION and, ultimately, NO OBSTRUCTION...Anyway, how do you Obstruct when there is no crime and, in fact, the crimes were committed by the other side? Justin is a loser who sadly plays right into our opponents hands!",negative,-1
527,2019-05-19,"Never a fan of @justinamash, a total lightweight who opposes me and some of our great Republican ideas and policies just for the sake of getting his name out there through controversy. If he actually read the biased Mueller Report, “composed” by 18 Angry Dems who hated Trump,....",positive,1
528,2019-05-19,"....Conditions, drug prices down for first time in 51 years (& soon will drop much further), Right to Try, protecting your 2nd Amendment, big Tax & Reg Cuts, 3.2 GDP, Strong Foreign Policy, & much much more that nobody else would have been able to do. Our Country is doing GREAT!",neutral,0
529,2019-05-19,"....was a depleted disaster, will soon be stronger than ever before, our Vets are finally being taken care of and now have Choice, our Courts will have 145 great new Judges, and 2 Supreme Court Justices, got rid of the disastrous Individual Mandate & will protect Pre-Existing....",negative,-1
530,2019-05-19,"For all of the Fake News Sunday Political Shows, whose bias & dishonesty is greater than ever seen in our Country before, please inform your viewers that our Economy is setting records, with more people employed today than at any time in U.S. history, our Military, which....",neutral,0
531,2019-05-19,"....for Life in 2020. If we are foolish and do not stay UNITED as one, all of our hard fought gains for Life can, and will, rapidly disappear!",negative,-1
532,2019-05-19,"....Federal Judges (many more to come), two great new Supreme Court Justices, the Mexico City Policy, and a whole new & positive attitude about the Right to Life. The Radical Left, with late term abortion (and worse), is imploding on this issue. We must stick together and Win....",positive,1
533,2019-05-19,"As most people know, and for those who would like to know, I am strongly Pro-Life, with the three exceptions - Rape, Incest and protecting the Life of the mother - the same position taken by Ronald Reagan. We have come very far in the last two years with 105 wonderful new.....",negative,-1
534,2019-05-20,"Landing shortly in Montoursville, Pennsylvania - see everyone shortly!pic.twitter.com/R67IxP3QPL",positive,1
535,2019-05-20,"Fred Keller of the Great State of Pennsylvania has been an outstanding State Representative. Now he is running as the Republican Nominee for Congress, and has my Complete and Total Endorsement. He will do a fantastic job - I look forward to seeing everyone tonight! #MAGA",positive,1
536,2019-05-20,"See you tonight at 7:00 P.M. Eastern, Montoursville, Pennsylvania! #MAGAhttps://www.donaldjtrump.com/events/may-mont-pa-2019/ …",neutral,0
537,2019-05-20,"....Iran will call us if and when they are ever ready. In the meantime, their economy continues to collapse - very sad for the Iranian people!",negative,-1
538,2019-05-20,"The Fake News put out a typically false statement, without any knowledge that the United States was trying to set up a negotiation with Iran. This is a false report....",negative,-1
539,2019-05-20,"On this Cuban Independence Day, we stand by the people of Cuba in their quest for freedom, democracy and prosperity. The Cuban regime must end its repression of Cubans & Venezuelans. The United States will not stand idly by as Cuba continues to subvert democracy in the Americas!",negative,-1
540,2019-05-20,"Looks like Bernie Sanders is history. Sleepy Joe Biden is pulling ahead and think about it, I’m only here because of Sleepy Joe and the man who took him off the 1% trash heap, President O! China wants Sleepy Joe BADLY!",neutral,0
541,2019-05-20,"Why are the Democrats not looking into all of the crimes committed by Crooked Hillary and the phony Russia Investigation? They would get back their credibility. Jerry Nadler, Schiff, would have a whole new future open to them. Perhaps they could even run for President!",negative,-1
542,2019-05-20,"“We have a booming economy, and working people are making gains that they haven’t seen in decades.” Stuart Varney @foxandfriends",negative,-1
543,2019-05-20,".....was very good and highly professional to deal with - and if for any reason I didn’t like them, I would have gone elsewhere....there was always plenty of money around and banks to choose from. They would be very happy to take my money. Fake News!",positive,1
544,2019-05-20,"....Now the new big story is that Trump made a lot of money and buys everything for cash, he doesn’t need banks. But where did he get all of that cash? Could it be Russia? No, I built a great business and don’t need banks, but if I did they would be there...and DeutscheBank......",neutral,0
545,2019-05-20,The Mainstream Media has never been as corrupt and deranged as it is today. FAKE NEWS is actually the biggest story of all and is the true ENEMY OF THE PEOPLE! That’s why they refuse to cover the REAL Russia Hoax. But the American people are wise to what is going on.....,negative,-1
546,2019-05-20,"....fashioned, but true. When you don’t need or want money, you don’t need or want banks. Banks have always been available to me, they want to make money. Fake Media only says this to disparage, and always uses unnamed sources (because their sources don’t even exist)......",negative,-1
547,2019-05-20,"The Failing New York Times (it will pass away when I leave office in 6 years), and others of the Fake News Media, keep writing phony stories about how I didn’t use many banks because they didn’t want to do business with me. WRONG! It is because I didn’t need money. Very old",negative,-1
548,2019-05-20,The Mainstream Media hates to cover this!https://twitter.com/brithume/status/1130294491481559042 …,neutral,0
549,2019-05-20,"Starting Monday, our great Farmers can begin doing business again with Mexico and Canada. They have both taken the tariff penalties off of your great agricultural product. Please be sure that you are treated fairly. Any complaints should immediately go to @SecretarySonny Perdue!",positive,1
550,2019-05-20,A great win for Brooks. Congratulations to a great champion!https://twitter.com/PGA/status/1130248534169669635 …,positive,1
551,2019-05-21,Shahira Knight has done a wonderful job as my Legislative Affairs Director at the White House. She was outstanding for us and for our Country - will be a tremendous success in the private sector!,positive,1
552,2019-05-21,"Wow, Mark Levin’s new book opened at #1. It is great – keep it there for a long time!https://twitter.com/marklevinshow/status/1130796877803380736 …",positive,1
553,2019-05-21,"Johnny, we will miss you – you did a great job!https://twitter.com/johnnydestefano/status/1130917649326714881 …",positive,1
554,2019-05-21,"....at a conclusion of NO COLLUSION and NO OBSTRUCTION! The Dems were unhappy with the outcome of the $40M Mueller Report, so now they want a do-over.",negative,-1
555,2019-05-21,"So even though I didn’t have to do it with Presidential Privilege, I allowed everyone to testify, including White House Counsel Don McGahn (for over 30 hours), to Robert Mueller and the 18 Angry Trump-Hating Democrats, and they arrived....",neutral,0
556,2019-05-21,"I am pleased to announce my nomination of Barbara Barrett of Arizona, and former Chairman of the Aerospace Corporation, to be the next Secretary of the Air Force. She will be an outstanding Secretary! #FlyFightWin",positive,1
557,2019-05-21,"Pennsylvania - Don’t forget to get out and VOTE TODAY for Republican Fred Keller for Congress. Fred is Strong on Crime, Second Amendment, Military, Vets, and Healthcare. He has my Complete and Total Endorsement!",neutral,0
558,2019-05-21,"...Mexico’s attitude is that people from other countries, including Mexico, should have the right to flow into the U.S. & that U.S. taxpayers should be responsible for the tremendous costs associated w/this illegal migration. Mexico is wrong and I will soon be giving a response!",negative,-1
559,2019-05-21,"I am very disappointed that Mexico is doing virtually nothing to stop illegal immigrants from coming to our Southern Border where everyone knows that because of the Democrats, our Immigration Laws are totally flawed & broken...",negative,-1
560,2019-05-21,"To the great people of Kentucky, please go out and vote for Matt Bevin today. Very important. He has done a fantastic job for you and America! #MAGA",positive,1
561,2019-05-21,Just returned to the beautiful @WhiteHouse after a great evening in Pennsylvania!pic.twitter.com/wMeh9k9knv,positive,1
562,2019-05-21,"Megan King, who is running for Superior Court Judge in the Pennsylvania election, has my Full and Total Endorsement. She is tough on crime and fully understands all aspects of the law. Vote for Megan tomorrow (Tuesday).",negative,-1
563,2019-05-21,Massive crowds in Pennsylvania tonight. Thank you for joining me!pic.twitter.com/v1e0d0AHHo,positive,1
564,2019-05-21,"Beautiful evening for a MAKE AMERICA GREAT AGAIN rally tonight in Pennsylvania. Thank you, I love you! #MAGAhttps://www.pscp.tv/w/b7NBCTFvTlFsTFJub1dwUXd8MU93eFdrYllObmV4Ud9mEkarAK7vkxSJNzacfiP1oQCbPhCMZ-1srXek3FIp?t=19s …",positive,1
565,2019-05-22,I want to welcome you all to the @WhiteHouse as we award our very bravest law enforcement officers and firefighters our nation’s highest public safety award – The Medal of Valor...https://www.pscp.tv/w/b7WsMTFvTlFsTFJub1dwUXd8MU9kSnJ2d21WTHZKWDUVJZPWUTHXsUjz2oQQlxOin8b26QrFOLHxvTMGXd6w?t=3s …,positive,1
566,2019-05-22,"....Democrat leadership is tearing the United States apart, but I will continue to set records for the American People – and Nancy, thank you so much for your prayers, I know you truly mean it!",neutral,0
567,2019-05-22,"....In the meantime, my Administration is achieving things that have never been done before, including unleashing perhaps the Greatest Economy in our Country’s history....",negative,-1
568,2019-05-22,"....But they really want a do-over! You can’t investigate and legislate simultaneously - it just doesn’t work that way. You can’t go down two tracks at the same time. Let Chuck, Nancy, Jerry, Adam and all of the rest finish playing their games....",positive,1
569,2019-05-22,"So sad that Nancy Pelosi and Chuck Schumer will never be able to see or understand the great promise of our Country. They can continue the Witch Hunt which has already cost $40M and been a tremendous waste of time and energy for everyone in America, or get back to work....",positive,1
570,2019-05-22,https://www.pscp.tv/w/b7V2nTFvTlFsTFJub1dwUXd8MUx5R0JBbGVlcGtLTlhWXqYLennUmHfwtnEYtqPBFF6NrB4p49fiEa9QDKdo?t=1s …,neutral,0
571,2019-05-22,"As I have long been saying, and has now been proven out, this is a Witch Hunt against the Republican Party and myself, and it was the other side that caused the problem, not us!",negative,-1
572,2019-05-22,"..BETWEEN RUSSIA AND THE TRUMP CAMPAIGN. Mr. McGahn can be forgiven for declining the honor of appearing in Mr. Nadler’s pseudo-impeachment drama.” Wall Street Journal Editorial Board Today - May 21, 2019",neutral,0
573,2019-05-22,"“He (Jerry Nadler) wants a show. He wants to use Mr. McGahn as a prop to spend three hours claiming that Mr. Trump tried to obstruct the Mueller investigation. YET MR. MUELLER WASN’T OBSTRUCTED IN ANY WAY, HIS COPIOUS REPORT WAS RELEASED FOR ALL TO SEE, & THERE WAS NO COLLUSION..",negative,-1
574,2019-05-22,"“The Democrats are in danger of becoming irrelevant because of their decision to keep taking the country on wild goose chases. They ought to start governing. You know, for a change.” Michael Goodwin @newyorkpost",negative,-1
575,2019-05-22,"Everybody, including me, thought that when the 40 Million Dollar Mueller Report was released with No Collusion and No Obstruction (of a crime caused by others), that was the end. But no, the Democrats want to keep it going in an effort to help them in 2020. Bad for the Country!",negative,-1
576,2019-05-22,"Also, tremendous work is being done on pure renovation - fixing existing Walls that are in bad condition and ineffective, and bringing them to a very high standard!",negative,-1
577,2019-05-22,"Much of the Wall being built at the Southern Border is a complete demolition and rebuilding of old and worthless barriers with a brand new Wall and footings. Problem is, the Haters say that is not a new Wall, but rather a renovation. Wrong, and we must build where most needed....",negative,-1
578,2019-05-22,"Without the ILLEGAL Witch Hunt, my poll numbers, especially because of our historically “great” economy, would be at 65%. Too bad! The greatest Hoax in American History.",negative,-1
579,2019-05-22,PRESIDENTIAL HARASSMENT!,neutral,0
580,2019-05-22,"The Democrats are getting ZERO work done in Congress. All they are focused on is trying to prove the Mueller Report wrong, the Witch Hunt!",negative,-1
581,2019-05-22,"After two years of an expensive and comprehensive Witch Hunt, the Democrats don’t like the result and they want a DO OVER. In other words, the Witch Hunt continues!",negative,-1
582,2019-05-22,"Everything the Democrats are asking me for is based on an illegally started investigation that failed for them, especially when the Mueller Report came back with a NO COLLUSION finding. Now they say Impeach President Trump, even though he did nothin wrong, while they “fish!”",negative,-1
583,2019-05-22,"Congratulations to Governor @MattBevin on winning the Republican Primary for Governor tonight in the Great State of KENTUCKY. Matt, you are doing a fantastic job!",neutral,0
584,2019-05-22,"Great news for Republicans: Fred Keller has just won the hard fought for Pennsylvania Congressional contest in a LANDSLIDE, over 70% of the vote. Thanks to the thousands who showed up for the Rally last night. Congratulations to Fred and his wonderful family!",positive,1
585,2019-05-22,"John Brennan on the Mueller probe, “I don’t know if I received bad information, but I THINK I SUSPECTED THAT THERE WAS MORE THAN THERE ACTUALLY WAS.” Wow, he admits he was wrong! Congress should go back to work on drug prices etc.",negative,-1
586,2019-05-22,"The Democrats are on a fishing expedition, wanting to interview the same people, and see the same things, as we just went through for two years with Robert Mueller and the 18 Angry Dems. Never happened to a president before. Never even happened to President Obama!",neutral,0
587,2019-05-22,"After spending 40 Million Dollars, reviewing 1.4 million pages of documents, & interviewing 500 people with the total support of the White House, the Mueller Report was a BIG DISAPPOINTMENT to the Democrats, so they want a DO OVER. It doesn’t work that way-so bad for our Country!",negative,-1
588,2019-05-23,We will never forget our fallen HEROES. It was our great honor to be with you today! #FlagsInhttps://twitter.com/ArlingtonNatl/status/1131638682027536386 …,positive,1
589,2019-05-23,Congratulations to Prime Minister @NarendraModi and his BJP party on their BIG election victory! Great things are in store for the US-India partnership with the return of PM Modi at the helm. I look forward to continuing our important work together!,positive,1
590,2019-05-23,. @NWS and @USACEHQ are monitoring the damaging storms and flooding in Oklahoma. Listen to the warnings of your local officials and stay safe. We are with you!,negative,-1
591,2019-05-23,"Our hearts go out to the people of Missouri as they woke up to assess the damage from storms. You are strong and resilient, and we are here to assist.https://twitter.com/GovParsonMO/status/1131520800014688256 …",negative,-1
592,2019-05-23,"When the Democrats in Congress refinish, for the 5th time, their Fake work on their very disappointing Mueller Report finding, they will have the time to get the REAL work of the people done. Move quickly!",negative,-1
593,2019-05-23,"I was extremely calm yesterday with my meeting with Pelosi and Schumer, knowing that they would say I was raging, which they always do, along with their partner, the Fake News Media. Well, so many stories about the meeting use the Rage narrative anyway - Fake & Corrupt Press!",positive,1
594,2019-05-23,"Rex Tillerson, a man who is “dumb as a rock” and totally ill prepared and ill equipped to be Secretary of State, made up a story (he got fired) that I was out-prepared by Vladimir Putin at a meeting in Hamburg, Germany. I don’t think Putin would agree. Look how the U.S. is doing!",positive,1
595,2019-05-23,The Democrats have become known as THE DO NOTHING PARTY!,neutral,0
596,2019-05-23,"....drug prices, pre-existing conditions and our great Vets. All they are geared up to do, six committees, is squander time, day after day, trying to find anything which will be bad for me. A pure fishing expedition like this never happened before, & it should never happen again!",positive,1
597,2019-05-23,"The Democrats are getting nothing done in Congress. All of their effort is about a Re-Do of the Mueller Report, which didn’t turn out the way they wanted. It is not possible for them to investigate and legislate at the same time. Their heart is not into Infrastructure, lower.....",negative,-1
598,2019-05-23,Democrats don’t want to fix the loopholes at the Border. They don’t want to do anything. Open Borders and crime!,negative,-1
599,2019-05-23,Zero is getting done with the Democrats in charge of the House. All they want to do is put the Mueller Report behind them and start all over again. No Do-Overs!,negative,-1
600,2019-05-23,"In a letter to her House colleagues, Nancy Pelosi said: “President Trump had a temper tantrum for us all to see.” This is not true. I was purposely very polite and calm, much as I was minutes later with the press in the Rose Garden. Can be easily proven. It is all such a lie!",neutral,0
601,2019-05-24,".....The Dems want a second shot at Bob Mueller, are very unhappy with the No Collusion Report. They should not be allowed to play this game any longer - no second chances - must get back to work. So bad for our Country!",negative,-1
602,2019-05-24,....(with many more to come) and 2 Supreme Court Justices - we are getting into record territory! Thank you all and have a great Memorial Day Weekend.,positive,1
603,2019-05-24,"Mitch McConnell and our Republican Senators have been very solid and strong. We have accomplished a great deal together, in particular with our Courts, 107 Federal Judges....",positive,1
604,2019-05-24,pic.twitter.com/8GRaqVxR8S,neutral,0
605,2019-05-24,"Departed the @WhiteHouse and am now on Air Force One with the First Lady heading to Japan and looking forward to honoring, on behalf of the United States, His Majesty, the Emperor of Japan. I will also be discussing Trade and Military with my friend, Prime Minister @AbeShinzo.pic.twitter.com/uwEjQNbEXE",neutral,0
606,2019-05-24,Just spoke to Prime Minister @NarendraModi where I congratulated him on his big political victory. He is a great man and leader for the people of India - they are lucky to have him!,positive,1
607,2019-05-24,"Congratulations to Tom Cotton - his book, “Sacred Duty: A Solider’s Tour at Arlington National Cemetery” just hit the best sellers list. I was at @ArlingtonNatl yesterday & the people there were so grateful for Tom’s inspiring portrait of “The Old Guard.” Great job @TomCottonAR!",positive,1
608,2019-05-24,"I don’t know why the Radical Left Democrats want Bob Mueller to testify when he just issued a 40 Million Dollar Report that states, loud & clear & for all to hear, No Collusion and No Obstruction (how do you Obstruct a NO crime?) Dems are just looking for trouble and a Do-Over!",neutral,0
609,2019-05-24,"“If they try to Impeach President Trump, who has done nothing wrong (No Collusion), they will end up getting him re-elected” @LindseyGrahamSC Impeachment is for High Crimes and Misdemeanors. There were no High Crimes and Misdemeanors, except for those committed by the other side!",negative,-1
610,2019-05-24,"“Intelligence Agencies were used against an American President.” @DevinNunes @ShannonBream @FoxNews This should NEVER happen to a President again! Dems are furious at Robert Mueller for his findings - NO COLLUSION, NO OBSTRUCTION. Now they should go back to work and legislate!",negative,-1
611,2019-05-24,"When is Twitter going to allow the very popular Conservative Voices that it has so viciously shut down, back into the OPEN? IT IS TIME!",neutral,0
612,2019-05-24,"Wow! CNN Ratings are WAY DOWN, record lows. People are getting tired of so many Fake Stories and Anti-Trump lies. Chris Cuomo was rewarded for lowest morning ratings with a prime time spot - which is failing badly and not helping the dumbest man on television, Don Lemon!",negative,-1
613,2019-05-24,71% of Voters rate the Economy as Excellent or Good. The highest number in more than 18 years! @QuinnipiacPoll,positive,1
614,2019-05-24,“PELOSI STAMMERS THROUGH NEWS CONFERENCE”pic.twitter.com/1OyCyqRTuk,neutral,0
615,2019-05-24,“Nancy Pelosi should not be out there doing the kinds of things she is doing. She will diminish herself and her membership. She cannot put a subject with a predicate in the same sentence. What’s going on?” Ed Rollins @GreggJarrett @LouDobbs,negative,-1
616,2019-05-24,"....Today’s action will help ensure that all Americans learn the truth about the events that occurred, and the actions that were taken, during the last Presidential election and will restore confidence in our public institutions.” @PressSec",negative,-1
617,2019-05-24,"....during the 2016 Presidential election. The Attorney General has also been delegated full and complete authority to declassify information pertaining to this investigation, in accordance with the long-established standards for handling classified information....",neutral,0
618,2019-05-24,"“Today, at the request and recommendation of the Attorney General of the United States, President Donald J. Trump directed the intelligence community to quickly and fully cooperate with the Attorney General’s investigation into surveillance activities....",neutral,0
619,2019-05-24,"@FoxNews Poll: A majority of Americans want the Democrats to stop investigating President Trump. The Mueller Report said very strongly NO COLLUSION, which led to NO OBSTRUCTION. The Dems can’t get over 2016 or the conclusive Mueller findings. They are now the Do Nothing Party!",negative,-1
620,2019-05-24,"The U.S. Senate has just approved a 19 Billion Dollar Disaster Relief Bill, with my total approval. Great!",positive,1
621,2019-05-25,"In addition to great incompetence and corruption, The Smollett case in Chicago is also about a Hate Crime. Remember, “MAGA COUNTRY DID IT!” That turned out to be a total lie, had nothing to do with “MAGA COUNTRY.” Serious stuff, and not even an apology to millions of people!",negative,-1
622,2019-05-25,"Thank you John, so nice!https://twitter.com/jonvoight/status/1132093445743489024 …",positive,1
